index,sid,text,polarity,file,label,domain_confidence,domain
2,gr-26-3,به نظرم فوجی مارکی هست که واقعا ارزش خرید و داره,2,data/main/Fujifilm Finepix S3200.xml,1,0.9991127848625183,0
30,rev-31,حتی سنگین‌ترین بازی‌های HD نظیر Infinity Blade نیز کاملا روان و بی نقص اجرا شدند.,2,data/main/Apple Ipod Touch 5th Generation - 64GB.xml,1,0.9966716454364359,1
11137,-,من که خریدم بدی ازش ندیدم به شما هم پیشنهاد میکنم بخرید ضرر نمیکنید از هر نظر عالیه مخصوصا دوسیمکارته بودنش ویه چیز دیگه اینکه توی این رنج قیمت هیچ گوشی بهتر از این گیرتون نمیاد,1,data/extra/Huawei U8825D Ascend G330.xml,1,0.9994294047355652,0
5289,-,همچنین با وجود پشتیبانی این گوشی از Wi-Fi، ۳G، Edge و GPRS و همچنین سخت افزار مناسب و صفحه نمایش بزرگ و وضوح بالای آن، مرورگری اینترنت در این گوشی به یکی از کارهای لذت بخش با آن تبدیل خواهد شد.,1,data/extra/LG Optimus L7 II Dual P715.xml,1,0.9988778586266562,1
2,rev-3,این در حالی است که درون آن یک حافظه‌ی ۲ گیگابایتی وجود دارد و از کارت حافظه‌ی Micro SD تا سقف ۳۲ گیگابایت نیز پشتیبانی می‌کند.,1,data/main/Nokia 500.xml,1,0.9990765770198777,1
7508,-,شاید چنین آرایش دکمه‌ی فیزیکی در کنار دکمه‌ی لمسی در نگاه اول کمی عجیب به نظر برسد ولی پس از مدتی کار کردن با آن متوجه لذت بخشی چنین طراحی می‌شوید.,1,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,1,0.9976318313274533,1
1,cr-3-2,ضد ضربه و ضد آب با طراحی بی نظیر شیار کابل روی کاورش واقعا کارآمده.,2,data/main/ADATA Portable HD710 - 1TB.xml,1,0.9909062385559082,0
0,rev-1,• طراحی و ساخت همان‌طور که گفتیم، ASUS X کیفیت ساختی بسیار بالا دارد.,2,data/main/Asus X43SD.xml,1,0.998044801177457,1
2,rev-3,البته این بدان معنا نیست که با دیدن این گوشی شگفت زده می‌شوید، ولی به هر حال نمی‌توان زیبایی این مدل در عین سادگی آن را کتمان نمود.,1,data/main/Nokia Asha 302.xml,1,0.9984752266900614,1
902,-,با سلام من یه یک هفته‌ای هست اینو گرفتم ولی یه مشکلی که خیلی نگرانم کرده اینه که زمان اتصال گوشی به استیشن یا همون داکت کانکشن خوب برقرار نمیشه و صفحه نمایش تب شروع به چشمک زدن میکنه لازم به ذکر هست که نمایندگیشم تلفن جواب نمیده,-2,data/extra/Asus PadFone 2 -32GB.xml,0,0.9987105131149292,0
2949,-,کیفیت بلندگوها بسیار شفاف است و حتی صدای بیس تولید شده نیز کاملا رضایت بخش است و به راحتی می‌توانند جوابگوی نیاز اکثر کاربران باشد.,1,data/extra/Apple MacBook Pro With Retina Display-B.xml,1,0.9985713406931609,1
0,gr-14-1,واقعا عالی و بی رقیب در این قیمت,2,data/main/Asus Google Nexus 7 3G - 32GB.xml,1,0.9978945851325989,0
926,-,من خودم ترجیح می‌دم یه تبلت خوب بگیرم و از طریق وای فای با گوشیم سینکش کنم.,-1,data/extra/Asus PadFone 2 -32GB.xml,0,0.9980389475822449,0
31,rev-32,بنابراین وجود این نسخه برای این گوشی در این سطح یک مزیت و برتری محسوب می‌گردد.,1,data/main/Samsung I9082 Galaxy Grand Duos.xml,1,0.9987785783596337,1
931,-,تمام لوازم الکترونیکی نیازمند مراقبت هستند من حدود یک ماهه این پدفونو خریدم و هیچ مشکلی نداره و دارم ازش لذت میبرم از نقد و بررسی دیجی کالا هم ممنونم تماما درست است,2,data/extra/Asus PadFone 2 -32GB.xml,1,0.9950363039970398,0
8,rev-9,با این حال باید بگوییم که این گوشی شکیل‌تر نیز شده است.,1,data/main/Apple iPhone 5 - 16GB.xml,1,0.9988482939079404,1
0,gr-30-1,واقعا معرکه هستش.,2,data/main/Sony Cyber-Shot DSC-HX200V.xml,1,0.9982414245605469,0
0,gr-33-1,فقط میتونم بگم که پشتیبانی این سایت خیلی خوبه,2,data/main/Western Digital Portable My Passport - 1TB.xml,1,0.9991617202758789,0
18,rev-19,نسخه ۴٫۱ به لطف بهره گیری از پروژه کره، افزایش سرعت چشم گیری نسبت به نسخه‌های قبلی اندروید داشته است.,2,data/main/HTC One X Plus - 64GB.xml,1,0.9983432154404,1
29,rev-30,در کل این دوربین را به افرادی که به فیلم برداری جدی و فیلم سازی آماتوری علاقه دارند پیشنهاد می‌کنیم.,1,data/main/Sony NEX-VG10.xml,1,0.9986172771314159,1
7721,-,اما باید در نظر داشته باشید که Sleekbook قیمتی کمتر از نصف قیمت آلترابوک‌ها دارد!,1,data/extra/HP Pavilion Sleekbook 14-b009tu.xml,1,0.9911184841766953,1
11704,-,در حقیقت همیشه می‌گفتیم که آن دوربین‌ها مناسب کسانی هستند که جثه‌ی بزرگ DSLR‌ها را نمی‌پسندند ولی به دنبال دوربینی با لنز قابل تعویض می‌باشند.,1,data/extra/Canon EOS 100D.xml,1,0.9982112733414397,1
10990,-,طراحی شده برای حداکثر جذابیت طراحی منحصر به فرد سامسونگ لذت مشاهده را به حداکثر ممکن ارتقا داده و نیز فضای داخلی خانه شما را زیباتر می‌سازد.,2,data/extra/Samsung LED 40ES6960_Hosseini.xml,1,0.9988342778524384,1
6,rev-7,زاویه دید این صفحه نمایش خوب بوده و روشنایی آن نیز مناسب است به همین دلیل کار کردن با این گوشی در فضاهای پرنور و در زیر تابش نور آفتاب کار سختی نخواهد بود.,1,data/main/Sony Ericsson Xperia Ray.xml,1,0.9987393569899723,1
12944,-,{البته سایز صفحه و کیفیت صفحه ۱۱۲ به مراتب از ۲۰۶ پایین‌تر است.,-1,data/extra/Nokia 206.xml,0,0.996085403021425,1
10399,-,عاشق محصولاتشم!,2,data/extra/Asus Google Nexus 7 3G - 32GB.xml,1,0.9984174966812134,0
7771,-,محیط نرم افزاری به لطف پردازنده بسیار قدرتمند دو هسته‌ای و حافظه RAM بالا، بسیار روان است و می‌توانیم بگوییم که به جز حالتی که از تصویر پس زمینه متحرک استفاده کردیم، تقریبا هیچ‌گونه کاهش سرعتی هنگام کار کردن با این تبلت مشاهده نکردیم.,2,data/extra/Samsung Galaxy Tab 2 7.0 P3100 - 16GB_Hosseini.xml,1,0.9979476924054325,1
7,cr-1-8,خیلی خفیفه.,1,data/main/Samsung ST68.xml,1,0.9993313550949097,0
409,-,"از همه جالب‌تر اینکه شما می‌توانید به راحتی و به طور کامل بین استفاده از چشمی اپتیکال و الکترونیکی سویچ کنید تا به طور کامل تصویر یک چشمی الکترونیکی با رزولوشن ۱,۴۴۰,۰۰۰ پیکسل برای شما به نمایش در آید.",1,data/extra/Fujifilm X-Pro1_Hosseini.xml,1,0.9983131135813892,1
6689,-,متاسفانه بدرد ایران نمیخوره.,-2,data/extra/Apple iPhone 5 - 64GB.xml,0,0.9971484541893005,0
7922,-,صدا و گرافیکش محشره.,2,data/extra/Sony Ericsson Live With Walkman.xml,1,0.9981787204742432,0
2659,-,در مورد پروژکتور هم باید گفت که عملکرد آن شبیه به PJ۷۶۰v است و پیشرفت چندانی نسبت به مدل پیشین نداشته.,-1,data/extra/Sony HDR PJ710v_Hosseini.xml,0,0.9979764681775123,1
2,cr-4-3,کار کردن با این تبلت احساس خوشایندی دارد.,1,data/main/Asus Google Nexus 7 3G - 32GB.xml,1,0.9918694021180272,1
9117,-,من این دوربین گرفتم و ازش راضیم البته صدای اسپیکرش خیلی بلند نیست، کیفیت عکس و فیلمش هم عالیه صفحه نمایشش هم کیفیت خوبی داره ولی از ۲٫۷ اینج یک مقدار کمتر و اگر خواستین محافظ صفحه نمایش براش بگیرین ۲٫۴ بگیرین.,1,data/extra/Fujifilm FinePix AX550.xml,1,0.9982319474220276,0
23,rev-24,این دوربین توانایی فیلم برداری ۷۲۰p HD با سرعت ۳۰ فریم بر ثانیه را هم دارد.,1,data/main/Samsung DV300F.xml,1,0.9990392779000103,1
12487,-,واسه اجرای بازی‌ها هم خیالتون راحت باشه، کم نمیاره.,1,data/extra/Sony Ericsson Xperia Pro.xml,1,0.9983258843421936,0
6316,-,سرعتش خیلی بالاست و دوربین خیلی خوبی داره.,2,data/extra/Sony Xperia Neo L.xml,1,0.991651713848114,0
8789,-,سونی با تولید این گوشی‌ها برای همه‌ی برندهای اندروید خط و نشون می‌کشه.,1,data/extra/Sony Xperia TX.xml,1,0.9963273934554309,1
20,cr-15-21,باتریه گوشی خیلی عالیه.,2,data/main/Sony Ericsson Xperia Ray.xml,1,0.9984607696533203,0
6,gr-14-7,واقعا ممنون,1,data/main/Samsung Plasma PS51E4950.xml,1,0.999377429485321,0
23,rev-24,جعبه‌ی این گوشی را که باز می‌کنید با تجهیزات خیلی ساده‌ای مواجه می‌شوید.,-1,data/main/Sony Xperia Miro.xml,0,0.9971938258968294,1
3957,-,اما می‌توان گفت که کانن SX۴۰ HS از نظر سنسور تصویر دقیقا پای خود را جای قدم‌های Panasonic FZ۱۵۰ گذاشته و این بار تصمیم گرفته که از سنسور تصویر ۱۲٫۱ مگاپیکسلی Backside illuminated CMOS استفاده کند تا این سنسور به بزرگترین نقطه‌ی قوت این دوربین تبدیل شود.,2,data/extra/Canon PowerShot SX40 HS.xml,1,0.9987583351321518,1
10022,-,من خیلی بین ۶۰۰D با ۵۱۰۰D مونده بودم با کلی تحقیق ۶۰۰D رو گرفتم راضیم واقعا,2,data/extra/(Canon EOS 600D (Kiss X5 - Rebel T3i.xml,1,0.9991224408149719,0
2100,-,به خصوص اینکه علاوه بر قیمت ارزان، وزن و ابعاد این دوربین‌ها نیز خیلی کم است.,1,data/extra/Sony HDR-CX190.xml,1,0.9983802762581035,1
11278,-,مرورگر موجود بر روی این دستگاه، مرورگر استاندارد سامسونگ است که عملکرد مناسبی دارد.,1,data/extra/Samsung I9082 Galaxy Grand Duos_Hosseini.xml,1,0.9984907151665539,1
90,rev-91,عمل Pinch too Zoom که با دو انگشت صورت می‌گیرد، کاملا بدون خطاست.,1,data/main/Samsung Galaxy S II I9100 - 16GB.xml,1,0.9965506752487272,1
20,rev-21,در مود Program اختیار بیشتری برای انجام تنظیمات نور دهی خواهید داشت.,1,data/main/Samsung DV300F.xml,1,0.9983050408773124,1
7961,-,سلام من امروز خریدم خیلی ردیفه نسبت به قیمتش عالیه هر کی بخره مطمئن باشید پشیمون نمیشه من خودم یه ماه تحقیق کردم تا اینو خریدم,1,data/extra/Sony Ericsson Live With Walkman.xml,1,0.999461829662323,0
8609,-,به نظر من که گوشی خوب و تقریبا عالی هستش.,1,data/extra/Nokia 500.xml,1,0.9944690465927124,0
3293,-,همچنین کمینه‌ی نسبت کانونی آن نیز f/۲٫۷-۵٫۹ می‌باشد که دست کم در حالت واید لنز بسیار سریعی می‌باشد تا در شرایط نوری ضعیف بتوانید با سرعت‌های شاتر بالاتری عکاسی کنید.,1,data/extra/(Canon IXUS 240 HS (PowerShot ELPH 320 HS_Hosseini.xml,1,0.9987246368546039,1
1,cr-24-2,هم از نظر سرعت، هم از نظر صدا و دوربین و هم از نظر کیفیت ساخت واقعا بهتر از اپتیموس بلک هستش.,1,data/main/Sony Ericsson Xperia Ray.xml,1,0.9961035382002592,1
11552,-,از نظر پورت‌ها و اتصالات، N۴۳SM در سطحی متوسط است و تنها پورت خیلی عالی و غیر منتظره‌ای که بر روی آن می‌بینیم پورت USB ۳٫۰ است.,2,data/extra/Asus N43SM-C_Hosseini.xml,1,0.9976801990997046,1
10968,-,این به این معناست که از صفحه نمایش آن نمی‌توان انتظار تصویر چندان خوبی در مقابل صفحه نمایش‌های Super AMOLED و یا Super Clear LCD را داشت.,-1,data/extra/Nokia Asha 302_Hosseini.xml,0,0.9989654553355649,1
5574,-,همه‌ی این‌ها می‌توانند جلوه‌های بسیار زیبا به عکس‌های گرفته شده بدهند.,1,data/extra/Canon PowerShot SX230 HS.xml,1,0.9970071297138929,1
2,cr-28-3,کیفیت صفحش عالیه.,2,data/main/Sony Ericsson Xperia Ray.xml,1,0.998849630355835,0
102,rev-103,برنامه‌های Find My iPhone و Find My Friends همان‌طور که از نامشان پیداست به شما برای یافتن دوستان قدیمی و البته گوشیتان در صورت مفقود شدن کمک می‌نمایند.,1,data/main/Apple iPhone 5 - 16GB.xml,1,0.996788885211572,1
21,rev-22,با این حال طبق ادعای کمپانی، این دوربین از نظر پردازش عکس‌ها قوی‌تر عمل می‌کند تا عکس‌های با کیفیت‌تری بدست آید.,1,data/main/Panasonic Lumix DMC-G6.xml,1,0.9985241027316079,1
56,rev-57,این گوشی از فرمت DivX پشتیبانی نمی‌کند و برای اجرای فیلم‌های با فرمت DivX، کاربر باید از برنامه‌های پخش کننده استفاده نماید.,-1,data/main/Asus PadFone - 16GB.xml,0,0.998487998615019,1
29,rev-30,جزئیات در قسمت‌های مشکی عکس هم به خوبی دیده می‌شوند.,1,data/main/HP LaserJet P1102.xml,1,0.9977526885922998,1
28,rev-29,با وجود این سخت افزار شاهد عملکرد بسیار خوب و روان دستگاه و واکنش سریع آن به دستورات خواهید بود.,2,data/main/Fujitsu Stylistic M532.xml,1,0.9973027198575437,1
6716,-,واقعا با این قدرت و امکانات ارزش خرید داره,2,data/extra/Apple iPhone 5 - 64GB.xml,1,0.9977344274520874,0
3856,-,این لنز در حالت واید میدان دید خیلی گسترده‌ای را پوشش می‌دهد که عالیست.,2,data/extra/Fujifilm FinePix JX510.xml,1,0.9984527511987835,1
1,rev-2,Asha ۳۰۲ با طراحی زیبای خود، بسیاری از کاستی‌های خود را پوشش داده است.,1,data/main/Nokia Asha 302.xml,1,0.9988171551376581,1
4063,-,این دوربین از باتری لیتیوم-یونی قابل شارژ NB-۱۱L بهره می‌برد که در هر بار شارژ کامل توانایی پشتیبانی برای گرفتن تا ۱۸۰ عکس را دارد.,1,data/extra/Canon PowerShot A3400 IS_Hosseini.xml,1,0.9989731597015634,1
95,-,در ضمن، برای حمل و نقل این گوشی هم نمی‌توان بر روی جیب‌های شلوار جین حساب کرد.,-1,data/extra/LG Optimus Vu P895_Hosseini.xml,0,0.9918356817215681,1
2508,-,در این رابط کاربری، امکان عکاسی در حالت‌های مختلف را خواهید داشت.,1,data/extra/Samsung I8190 Galaxy S III Mini.xml,1,0.9988475437276065,1
84,rev-85,شما می‌توانید با کج کردن گوشی به یک طرف در آن Zoom IN و یا Zoom Out کنید.,1,data/main/Samsung Galaxy S II I9100 - 16GB.xml,1,0.9982089756522328,1
4268,-,WVGA که دیگر غوغا است و می‌تواند سرعت فریم ۲۴۰ را ارائه دهد.,2,data/extra/GoPro Hero3 Silver Edition.xml,1,0.998187578516081,1
12,rev-13,ولی چیزی که کاملا مشهود است، اعمال تغییرات مثبتی بوده که بر اثر نظرات کاربران درباره‌ی نقاط ضعف X۱۰۰ اعمال شده.,1,data/main/Fujifilm X-Pro1.xml,1,0.9980014183092862,1
22,rev-23,مشخصا فیلم‌های این دوربین نویز کمتر، حساسیت بیشتر به نور و رنگ‌های غلیظ‌تری دارند.,1,data/main/Sony HDR PJ710v.xml,1,0.9979257944505662,1
6271,-,این همه گشتم تو این رنج قیمت بهترینه حتما تو اولین فرصت می‌خرمش,1,data/extra/Canon PowerShot SX500 IS.xml,1,0.9994321465492249,0
11804,-,با نظرات دوستان کاملا موافقم فقط یه نقطه ضعف به نظرم میرسه و اون محل اتصال کابل با هارده که گاهی قطع و وصل میشه در مجموع محصول خوبیه.,1,data/extra/Adata Dashdrive HV610 USB 3.0 - 1TB.xml,1,0.9934892654418945,0
47,rev-48,در حقیقت می‌توان به جرات گفت که کمتر تبلتی در بازار وجود که دوربینی به خوبی دوربینStylistic داشته باشد.,1,data/main/Fujitsu Stylistic M532.xml,1,0.9986878299387172,1
5963,-,اما نسبت به حسگر و پردازندش DIGIC ۵ خیلی‌ خوش بینم چون تجربشون رو تو دوربین‌های دیگه canon دیدم.,2,data/extra/Canon EOS 650D Kit EF-18-55 IS.xml,1,0.9972551465034485,0
4231,-,مرورگر این گوشی از چندین تب مختلف پشتیبانی کرده و همچنین سازگاری با تکنولوژی Flash امکان نمایش ویدیو‌های آنلاین را فراهم می‌آورد.,1,data/extra/HTC Desire C.xml,1,0.9987859566463158,1
6774,-,پس در کل می‌توان گفت با اینکه از نظر اندازه صفحه نمایش، این گوشی به رقبای خود نمی‌رسد، اما از نظر کیفیت هیچ چیزی از آن‌ها کمتر ندارد و با دیدن کیفیت تصاویر در آن، مسحور آن خواهید شد.,2,data/extra/Apple iPhone 5 - 64GB.xml,1,0.997699617408216,1
11846,-,سلام دوستان این بهترین تبلت توی این رنج قیمت هست و با امکانات عالیش مثل: پردازنده ۴هسته با فرکانس ۱٫۴ و رم ۲ گیگ و صفحه نمایش فول اچ دی و دوربین قدرتمند با سنسور ۸ مگا و قابلیت فیلم برداری فول اچ دی با ۳۰ فریم بر ثانیه واقعا ارزش خرید بسیار بالایی داره من که به زودی می‌خرمش,2,data/extra/Huawei MediaPad 10 FHD - 16GB.xml,1,0.9988448619842529,0
10327,-,من اونو با sx۴۰ تست کردم و خیلی بهتر عمل کرد.,1,data/extra/Nikon Coolpix P510.xml,1,0.9932456612586975,0
1566,-,دوربین فیلم‌برداری JVC مدل GZ-MG۵۵۵ به قابلیت‌های جدیدی برای کاهش نویز تصویر مجهز است.,1,data/extra/JVC GZ-MG555_Hosseini.xml,1,0.9985769318882376,1
3,cr-5-4,صفحه‌ی نمایشی که در این گوشی استفاده کردند از نوع LED-Backlit lcd هست که این صفحه با رزولوشن اچ دی روی این صفحه قرار گرفته که بنظر من مناسب‌ترین سایز صفحه و بهترین تناسب بین سایز و رزولوشن هست رنگهای مشاهده شده از نمایشگر این گوشی هم زنده و لذت بخش هستن با توجه به اینکه اسمارت فون قبلیم گلکسی اس ۲ بود و جز بهترین صفحه‌ها بود فکر میکردم صفحه‌ی این گوشی خیلی بد باشه ولی اینطور نبود واقعا کم نداشت از گلکسی به جز چند مورد نا محسوس.,1,data/main/Sony Xperia Ion.xml,1,0.9979154886677861,1
7172,-,آنتی‌ویروس پاندا ۲۰۱۳ تنها یک برنامه ضدویروس و ضدبدافزار نیست بلکه حفاظت کامل و همه‌جانبه‌ای را برای اطلاعات و تجهیزات رایانه‌ای شما فراهم می‌آورد.,1,data/extra/Panda Antivirus Pro 2013_Hosseini.xml,1,0.9974622428417206,1
40,rev-41,شاید تنها نقطه ضعف این تبلت، کیفیت عکاسی ضعیف آن باشد ولی باید این موضوع را هم در نظر بگیرید که در کل دوربین‌های عکاسی بر روی تبلت‌ها، کاربرد فراوانی ندارند.,-1,data/main/Samsung Galaxy Tab 2 7.0 P3100 - 16GB.xml,0,0.9982210631715134,1
771,-,در کل، این گوشی دوست داشتنی یک بار دیگر در سکوت و بدون هیاهو به بازار وارد گردید، اما مسلما تبلیغات کم HTC نیز جلوی موفقیت این گوشی را نخواهد گرفت و کاربران حرفه‌ای دنیای گوشی‌های هوشمند، آن‌را حتی بدون تبلیغات نیز کشف خواهند نمود.,1,data/extra/HTC Butterfly.xml,1,0.9985575202153996,1
10340,-,اما باز هم از خوبی‌های این لنز بگوییم که، کمینه‌ی نسبت کانونی آن در حالت واید و زوم، f/۳٫۰-۵٫۶ می‌باشد که عالیست.,1,data/extra/Nikon Coolpix P510.xml,1,0.9986796474549919,1
668,-,پشتیبانی دولوپری ضعیف در مقایسه با سامسونگ و به دلیل s-off بودن گوشی و قرار گرفتن CID گوشی برای مناطق خاص (از جمله دیدگاههای شرکت این هست که برای هر منطقه یک cid تعریف کرده ک زمان آپدیت شدن رام گوشیتون رو بسته به منطقتون تغییر میده یعنی ابتدا رام برای تایوان - اروپا - اپراتورهای خاص - چین - خاورمیانه ریلیز میشه و همین امر باعث میشه که حدود چندماهی زمان ببره ارائه‌ی آپدیتها برای هر منطقه با تشکر.,-1,data/extra/HTC Butterfly.xml,0,0.997391514480114,1
31,rev-32,حتی در مصارف سنگین‌تر، GALAXY Tab ۲ ۱۰٫۱ می‌تواند حداقل یک روز کامل را شارژ دهی کند.,1,data/main/Samsung Galaxy Tab 2 10.1 P5100 - 16GB.xml,1,0.998320005601272,1
518,-,۱۱:۰۷ ساعت مکالمه ۶:۴۰ ساعت وب گردی و ۷:۳۰ ساعت پخش فیلم اصلا کم نیست.,1,data/extra/HTC Butterfly.xml,1,0.9978407879825681,1
5816,-,به خصوص از نظر امکانات هوشمند و آن نمایشگر بزرگ لمسی و قابلیت‌های ارتباطی.,1,data/extra/Samsung NX2000.xml,1,0.9983795776497573,1
2478,-,اما سامسونگ در حالی که حدود ۳۴ درصد صفحه نمایش آن را کوچک‌تر نموده است، ۲۶ درصد در ابعاد آن تغییر داده که می‌توان گفت چندان شاهکار هنری را از سامسونگ در زمینه طراحی این گوشی مشاهده ننمودیم.,-1,data/extra/Samsung I8190 Galaxy S III Mini.xml,0,0.9989499658113346,1
5288,-,به علت وجود یک صفحه نمایش بزرگ و یک صفحه کلید مجازی استاندارد بر روی این گوشی، تایپ کردن با آن به راحتی صورت می‌پذیرد.,1,data/extra/LG Optimus L7 II Dual P715.xml,1,0.9989741871831939,1
0,gr-5-1,یکی از زیباترین و حرفه‌ای‌ترین و از همه مهمتر خوشگلترین دوربینهایی است که تابحال دیدم.,2,data/main/Sony NEX-VG10.xml,1,0.9960772264748812,1
33,rev-34,مدیریت بر دو سیم کارت در نسخه دو سیم کارته این گوشی نیز به خوبی صورت می‌پذیرد که امکانات بسیار خوبی را به کاربر می‌دهد.,2,data/main/Samsung I9082 Galaxy Grand Duos.xml,1,0.9989959308877587,1
6083,-,این باعث شده که احساس خیلی بهتری در هنگام کار کردن با نمایشگر داشته باشید.,2,data/extra/Panasonic Lumix DMC-G6_Hosseini.xml,1,0.9978249715641141,1
56,-,توانایی زوم بالای ۳۰ برابر هم ویژگی خیلی خوبی برای علاقه مندان به این ویژگی می‌باشد، در ضمن لنز آن‌ها در حالت واید فاصله‌ی کانونی معادل ۳۰ میلی متر دارد که برای دوربین هایی در این کلاس عالیست.,2,data/extra/Sony HDR-XR160.xml,1,0.998608740628697,1
13019,-,یک نکته‌ای که بیشتر پرینترها با آن مشکل دارند در این یکی هم وجود دارد و آن چیزی نیست به جز رسم خطوط با پهنای ۱ پیکسل در زمینه‌ی مشکی.,-1,data/extra/HP PhotoSmart D110A.xml,0,0.9985770470229909,1
2307,-,همچنین وجود یک گیگابایت حافظه رم در کنار ین پردازنده، باعث عملکرد روان‌تر گوشی خواهد شد.,1,data/extra/LG Optimus True HD LTE P936_Hosseini.xml,1,0.9986447171540931,1
6560,-,آنچه شاهد آن طی چند ماه گذشته بوده‌ایم بر این مدعا صحه می‌گذارد که در بحث سرویس‌های CLOUD مانند MAP و جستجوهای هوشمند هنوز اپل امکان هماوردی و برابری با گوگل را ندارد.,-1,data/extra/Apple iPhone 5 - 64GB.xml,0,0.9969844929873943,1
12427,-,فقط تو امکانات جدیدش مثل panorama و.,1,data/extra/Sony Ericsson Xperia Pro.xml,1,0.9961966276168823,0
7509,-,برای توصیف نمایشگر ۴٫۳ اینچی Galaxy S II از هیچ کلمه‌ای کمتر از شگفت انگیز نمی‌توانیم استفاده کنیم.,1,data/extra/Samsung Galaxy S II Plus I9105 - 8GB_Hosseini.xml,1,0.9942172453738749,1
18,rev-19,سرعت پرینت به نوعی فوق العاده می‌باشد، به طوری که در تنظیمات استاندارد با رزولوشن ۶۰۰، این پرینتر توانایی چاپ ۱۸ صفحه‌ی A۴ در دقیقه را دارد.,2,data/main/HP LaserJet M1132.xml,1,0.9987573738908395,1
35,rev-36,فقط فوجیتسو قالب آن‌را منطبق بر طراحی بدنه تغییر داده است که انصافا تغییر بسیار زیبا و مفیدی بوده است.,2,data/main/Fujitsu Stylistic M532.xml,1,0.9942775829695165,1
5,gr-1-6,نیکون P۵۲۰ یک دوربین بسیار قدرتمند و عالی است و نظر بنده اینه که این دوربین میتونه مانند مدل قبلی (P۵۱۰) بهترین دوربین سوپر زوم دنیا باشه.,2,data/main/Nikon Coolpix P520.xml,1,0.9977220355067402,1
8336,-,کمینه‌ی سرعت شاتر این دوربین ۸ ثانیه است که می‌تواند کمی برای عکاسی در شب کم باشد.,-1,data/extra/Fujifilm FinePix SL260.xml,0,0.9986238142009825,1
6353,-,من حدود ۲ماهه که از دیجی کالا خریدم خیلی خوبه بلندگوش عالیه وقتی هندزفری رو بزاری تو گوشت حتی اگه صداش هم کم باشه هیچ صدایی رو از بیرون نمی‌شنوی فقط دوربینش زوم نداره که اونو هم با برنامه camerazoom میشه حل کرد,1,data/extra/Sony Xperia Neo L.xml,1,0.9995443224906921,0
11809,-,این هارد اکسترنال نسبت به هم رده هاش کمی ارزون‌تر هست طراحی بسیار زیبایی داره و قاب آبی رنگش رو میتونید بردارید کابل usb۳ اون رو قاب آبی رنگش سوار میشه همچنین این هارد اکسترنال پرسرعت‌ترین هارد توی بازاره در ضمن هارد‌های وسترن هم دیگه اون هاردهای قدیم نیستن و کیفیت سابق رو ندارن در کل هارد بسیار عالی هست و من ازش خیلی راضیم,2,data/extra/Adata Dashdrive HV610 USB 3.0 - 1TB.xml,1,0.9967982172966003,0
3,gr-4-4,تنها عیبش به نظر من این بود که باطریش دیر شارژ شد.,-1,data/main/Fujifilm FinePix F660EXR.xml,0,0.9961445331573486,0
3318,-,فلاش در محیط‌های داخلی عملکرد خوبی دارد و می‌تواند روشنایی کافی را بدون ایجاد اثر سرخی چشم ایجاد نماید.,1,data/extra/(Canon IXUS 240 HS (PowerShot ELPH 320 HS_Hosseini.xml,1,0.9985068669775501,1
4806,-,من ۱سالی میشه این دوربینو دارم، در کل ازش خیلی راضیم، از چند چیزش که خیلی خوشم اومد اینان: ۱-کیفیته فیلمش بهترینه.,2,data/extra/Panasonic HDC-HS900.xml,1,0.9980635046958923,0
9611,-,تاچ پد طراحی فوق‌العاده خوبی دارد.,2,data/extra/IBM Lenovo Essential G580-J_Hosseini.xml,1,0.9956927914172411,1
18,rev-19,این قابلیت به خصوص هنگامی که در حال خواندن مقاله و یا متنی هستید، کاربرد بسیاری دارد بطوریکه در حالت عادی صفحه گوشی بعد از مدت مشخصی (۳۰ ثانیه، یک دقیقه،..,1,data/main/Samsung Galaxy S III I9305 - 16GB.xml,1,0.9988663349067792,1
15,rev-16,با وجود قابلیت پشتیبانی صفحه نمایش این تبلت از دستورات چند لمسی نیز، برای انجام چندین لمس همزمان با تاخیری مواجه نخواهید شد.,1,data/main/Huawei MediaPad 10 FHD - 16GB.xml,1,0.9986317566363141,1
8,cr-5-9,و یه مشکل دیگه که من بهش برخوردم اینه که وقتی میخوای با جی پی اس تبلت اب و هوا رو لود کنی و محلی که هستم رو به صورت خودکار همراه با اب و هوا مثل سایر گوشیها یا تبلت‌ها نشون بده متاسفانه لود نمیکنه و انجام نمیشه.,-1,data/main/Asus Transformer Pad Infinity TF700T 64GB + Dock.xml,0,0.9982567429542542,0
12436,-,۸ تا از گوشی هام کیبورد کامل بودن، این یه چیز دیگست!,2,data/extra/Sony Ericsson Xperia Pro.xml,1,0.9913025302812457,1
2685,-,این بلندگوها به تکنولوژی SRS Premium Sound PRO مجهز بوده و کیفیت صدای رضایت بخشی را ارائه می‌دهند.,1,data/extra/HP ProBook 4540s-A_Hosseini.xml,1,0.9981294531608,1
8732,-,HP به همراه این پرینتر درایورهای ۳۲ و ۶۴ بیت برای سازگاری با ویندوز XP، Vista، ۷ و OS X ۱۰٫۴ را نیز فراهم کرده است.,1,data/extra/HP LaserJet P1102_Hosseini.xml,1,0.9987932069925591,1
6529,-,قبول کنین اپل یه چیزی داره که بقیه گوشی‌ها ندارن، اونم اپل بودنشه.,2,data/extra/Apple iPhone 5 - 64GB.xml,1,0.9980244636535645,0
